Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Ambika,2021-04-21 11:06:46,00:18:07,,Schitt's Creek: Season 6: Start Spreading the News (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:33,00:24:33,IN (India)
Ambika,2021-04-21 10:38:56,00:17:08,,Schitt's Creek: Season 6: The Pitch (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:32,00:21:32,IN (India)
Ambika,2021-04-21 05:11:49,00:00:03,,Schitt's Creek: Season 6: The Pitch (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,Not latest view,IN (India)
Ambika,2021-04-21 04:50:17,00:17:58,,Schitt's Creek: Season 6: The Bachelor Party (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:24,00:21:24,IN (India)
Ambika,2021-04-21 04:49:35,00:00:03,Autoplayed: user action: User_Interaction; ,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",,Netflix Chrome MAC (Cadmium) HTML 5,00:00:03,00:00:03,IN (India)
Ambika,2021-04-21 04:49:22,00:00:09,Autoplayed: user action: None; ,Schitt's Creek: Best Wishes Special_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:09,00:00:09,IN (India)
Ambika,2021-04-21 04:48:48,00:00:01,Autoplayed: user action: User_Interaction; ,Jane The Virgin: Season 1: Chapter One: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:47,Not latest view,IN (India)
Ambika,2021-04-21 04:48:33,00:00:03,Autoplayed: user action: User_Interaction; ,Jane The Virgin: Season 1: Chapter One: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:46,Not latest view,IN (India)
Ambika,2021-04-20 14:27:15,00:00:23,,Schitt's Creek: Season 6: The Bachelor Party (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:24,Not latest view,IN (India)
Ambika,2021-04-20 14:11:22,00:15:49,,"Schitt's Creek: Season 6: Sunrise, Sunset (Episode 10)",,Netflix Chrome MAC (Cadmium) HTML 5,00:21:27,00:21:27,IN (India)
Ambika,2021-04-20 14:11:08,00:00:02,Autoplayed: user action: User_Interaction; ,Jane The Virgin: Season 1: Chapter One: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:43,Not latest view,IN (India)
Ambika,2021-04-20 05:18:27,00:20:40,,Schitt's Creek: Season 6: Rebound (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:21,00:21:21,IN (India)
Ambika,2021-04-19 16:42:41,00:00:05,,Schitt's Creek: Season 6: Rebound (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:11,Not latest view,IN (India)
Ambika,2021-04-19 16:42:29,00:00:01,Autoplayed: user action: User_Interaction; ,Jane The Virgin: Season 1: Chapter One: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:41,Not latest view,IN (India)
Ambika,2021-04-19 15:31:05,00:00:05,,Schitt's Creek: Season 6: Rebound (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,Not latest view,IN (India)
Ambika,2021-04-19 15:14:07,00:16:36,,Schitt's Creek: Season 6: The Presidential Suite (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:28,00:21:28,IN (India)
Ambika,2021-04-19 14:55:16,00:17:34,,Schitt's Creek: Season 6: Moira Rose (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:22,00:21:22,IN (India)
Ambika,2021-04-19 14:55:00,00:00:02,Autoplayed: user action: User_Interaction; ,Jane The Virgin: Season 1: Chapter One: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:40,Not latest view,IN (India)
Ambika,2021-04-19 11:27:18,00:00:17,,Schitt's Creek: Season 6: Moira Rose (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:18,Not latest view,IN (India)
Ambika,2021-04-19 11:17:55,00:09:16,,Schitt's Creek: Season 6: The Wingman (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:36,00:21:36,IN (India)
Ambika,2021-04-19 11:07:45,00:10:02,,Schitt's Creek: Season 6: The Premiere (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:51,00:21:51,IN (India)
Ambika,2021-04-19 10:55:15,00:12:21,,Schitt's Creek: Season 6: Maid of Honour (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:21,00:21:21,IN (India)
Ambika,2021-04-19 10:53:33,00:01:41,,Schitt's Creek: Season 6: The Job Interview (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:26,00:21:26,IN (India)
Ambika,2021-04-19 10:53:19,00:00:01,,Jane The Virgin: Season 1: Chapter One: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:38,Not latest view,IN (India)
Ambika,2021-04-19 05:56:38,00:19:45,,Schitt's Creek: Season 6: The Job Interview (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:19:45,Not latest view,IN (India)
Ambika,2021-04-18 18:47:48,00:00:11,Autoplayed: user action: None; ,Girlboss (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:11,00:00:11,IN (India)
Ambika,2021-04-18 18:27:37,00:10:02,,Schitt's Creek: Season 6: The Incident (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:24,00:21:24,IN (India)
Ambika,2021-04-18 18:23:11,00:04:19,,Schitt's Creek: Season 6: Smoke Signals (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:22,00:21:22,IN (India)
Ambika,2021-04-18 18:06:35,00:16:28,,Schitt's Creek: Season 5: Life Is a Cabaret (Episode 14),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:19,00:21:19,IN (India)
Ambika,2021-04-18 17:55:06,00:10:47,,Schitt's Creek: Season 5: The Hike (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:35,00:21:35,IN (India)
Ambika,2021-04-18 17:32:07,00:14:30,,Schitt's Creek: Season 5: The Roast (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:30,00:21:30,IN (India)
Ambika,2021-04-18 17:13:29,00:18:03,,Schitt's Creek: Season 5: Meet the Parents (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:24,00:21:24,IN (India)
Ambika,2021-04-18 17:07:52,00:05:37,,Schitt's Creek: Season 5: Roadkill (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:23,00:21:23,IN (India)
Ambika,2021-04-18 17:07:38,00:00:02,,Jane The Virgin: Season 1: Chapter One: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:37,Not latest view,IN (India)
Ambika,2021-04-18 14:25:09,00:14:39,,Schitt's Creek: Season 5: Roadkill (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:15:46,Not latest view,IN (India)
Ambika,2021-04-18 14:24:52,00:00:01,Autoplayed: user action: User_Interaction; ,Jane The Virgin: Season 1: Chapter One: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:35,Not latest view,IN (India)
Ambika,2021-04-18 10:37:57,00:00:56,,Schitt's Creek: Season 5: Roadkill (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:01:07,Not latest view,IN (India)
Ambika,2021-04-18 10:19:37,00:18:13,,Schitt's Creek: Season 5: The M.V.P (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:19,00:21:19,IN (India)
Ambika,2021-04-18 10:19:25,00:00:02,,Jane The Virgin: Season 1: Chapter One: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:34,Not latest view,IN (India)
Ambika,2021-04-18 05:20:23,00:14:14,,Schitt's Creek: Season 5: The Hospies (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:29,00:21:29,IN (India)
Ambika,2021-04-18 05:20:10,00:00:03,,Jane The Virgin: Season 1: Chapter One: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:32,Not latest view,IN (India)
Ambika,2021-04-17 18:47:48,00:04:15,,Schitt's Creek: Season 5: The Hospies (Episode 8),,DefaultWidevineAndroidPhone,00:05:45,Not latest view,IN (India)
Ambika,2021-04-17 18:31:55,00:15:42,,Schitt's Creek: Season 5: A Whisper of Desire (Episode 7),,DefaultWidevineAndroidPhone,00:21:22,00:21:22,IN (India)
Ambika,2021-04-17 16:25:13,00:00:55,,Schitt's Creek: Season 5: A Whisper of Desire (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:56,Not latest view,IN (India)
Ambika,2021-04-17 16:19:24,00:05:40,,Schitt's Creek: Season 5: Rock On! (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:22,00:21:22,IN (India)
Ambika,2021-04-17 16:11:05,00:07:55,,Schitt's Creek: Season 5: Housewarming (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:19,00:21:19,IN (India)
Ambika,2021-04-17 16:10:54,00:00:09,Autoplayed: user action: User_Interaction; ,Schitt's Creek: Season 5: The Dress (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:09,00:00:09,IN (India)
Ambika,2021-04-17 16:10:38,00:00:13,Autoplayed: user action: User_Interaction; ,Schitt's Creek: Season 5: The Plant (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:13,00:00:13,IN (India)
Ambika,2021-04-17 15:47:04,00:07:04,,Schitt's Creek: Season 5: Housewarming (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:10:46,Not latest view,IN (India)
Ambika,2021-04-17 15:32:52,00:14:00,,Schitt's Creek: Season 5: The Dress (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:20,Not latest view,IN (India)
Ambika,2021-04-17 15:20:54,00:11:56,,Schitt's Creek: Season 5: The Plant (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:19,Not latest view,IN (India)
Ambika,2021-04-17 15:20:34,00:00:08,,Jane The Virgin: Season 1: Chapter One: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:29,Not latest view,IN (India)
Ambika,2021-04-17 11:10:24,00:07:32,,Schitt's Creek: Season 5: The Plant (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:09:23,Not latest view,IN (India)
Ambika,2021-04-17 10:57:11,00:11:11,,Schitt's Creek: Season 5: Love Letters (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:22,00:21:22,IN (India)
Ambika,2021-04-17 10:24:24,00:12:29,,Schitt's Creek: Season 5: The Crowening (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:22,00:21:22,IN (India)
Ambika,2021-04-17 10:02:42,00:13:34,,"Schitt's Creek: Season 4: Merry Christmas, Johnny Rose (Episode 13)",,Netflix Chrome MAC (Cadmium) HTML 5,00:24:40,00:24:40,IN (India)
Ambika,2021-04-17 09:27:58,00:17:26,,Schitt's Creek: Season 4: Singles Week (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:21,00:21:21,IN (India)
Ambika,2021-04-17 09:17:00,00:10:47,,Schitt's Creek: Season 4: The Rollout (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:20,00:21:20,IN (India)
Ambika,2021-04-17 08:53:25,00:16:42,,Schitt's Creek: Season 4: Baby Sprinkle (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:29,00:21:29,IN (India)
Ambika,2021-04-17 08:35:01,00:16:17,,Schitt's Creek: Season 4: The Olive Branch (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:21,00:21:21,IN (India)
Ambika,2021-04-17 08:27:32,00:03:28,,Schitt's Creek: Season 4: The Olive Branch (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:03:50,Not latest view,IN (India)
Ambika,2021-04-17 08:27:18,00:00:02,Autoplayed: user action: User_Interaction; ,Jane The Virgin: Season 1: Chapter One: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:21,Not latest view,IN (India)
Ambika,2021-04-17 06:47:36,00:00:21,,Schitt's Creek: Season 4: The Olive Branch (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:22,Not latest view,IN (India)
Ambika,2021-04-17 06:37:38,00:09:48,,Schitt's Creek: Season 4: The Jazzaguy (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:40,00:21:40,IN (India)
Ambika,2021-04-17 06:21:38,00:15:51,,Schitt's Creek: Season 4: The Barbecue (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:24,00:21:24,IN (India)
Ambika,2021-04-17 06:03:13,00:15:06,,Schitt's Creek: Season 4: Open Mic (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:30,00:21:30,IN (India)
Ambika,2021-04-17 05:49:58,00:11:12,,Schitt's Creek: Season 4: RIP Moira Rose (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:28,00:21:28,IN (India)
Ambika,2021-04-17 05:32:49,00:11:02,,Schitt's Creek: Season 4: Girls’ Night (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:30,00:21:30,IN (India)
Ambika,2021-04-17 05:32:41,00:00:02,Autoplayed: user action: User_Interaction; ,Jane The Virgin: Season 1: Chapter One: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:19,Not latest view,IN (India)
Ambika,2021-04-16 19:09:13,00:03:13,,Schitt's Creek: Season 4: Girls’ Night (Episode 4),,DefaultWidevineAndroidPhone,00:07:47,Not latest view,IN (India)
Ambika,2021-04-16 18:58:14,00:10:53,,Schitt's Creek: Season 4: Asbestos Fest (Episode 3),,DefaultWidevineAndroidPhone,00:21:20,00:21:20,IN (India)
Ambika,2021-04-16 18:42:08,00:16:05,,Schitt's Creek: Season 4: Pregnancy Test (Episode 2),,DefaultWidevineAndroidPhone,00:21:20,00:21:20,IN (India)
Ambika,2021-04-16 09:29:25,00:03:35,,Schitt's Creek: Season 4: Pregnancy Test (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:05:36,Not latest view,IN (India)
Ambika,2021-04-16 09:15:34,00:13:32,,Schitt's Creek: Season 4: Dead Guy in Room 4 (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:30,00:21:30,IN (India)
Ambika,2021-04-16 08:53:05,00:20:51,,Schitt's Creek: Season 3: Grad Night (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:31,00:21:31,IN (India)
Ambika,2021-04-16 08:51:56,00:01:04,Autoplayed: user action: None; ,Into the Beat_hook_02_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,Not latest view,IN (India)
Ambika,2021-04-15 19:45:37,00:17:18,,Schitt's Creek: Season 3: Friends & Family (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:31,00:21:31,IN (India)
Ambika,2021-04-15 19:29:22,00:16:07,,Schitt's Creek: Season 3: Stop Saying Lice! (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:20,00:21:20,IN (India)
Ambika,2021-04-15 18:57:54,00:19:08,,Schitt's Creek: Season 3: Sebastien Raine (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:18,00:21:18,IN (India)
Ambika,2021-04-15 18:57:32,00:00:05,,Jane The Virgin: Season 1: Chapter One: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:17,Not latest view,IN (India)
Ambika,2021-04-15 12:09:31,00:07:07,,Schitt's Creek: Season 3: The Affair (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:18,00:21:18,IN (India)
Ambika,2021-04-15 11:54:09,00:15:15,,Schitt's Creek: Season 3: Motel Review (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:19,00:21:19,IN (India)
Ambika,2021-04-15 11:30:15,00:17:02,,Schitt's Creek: Season 3: General Store (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:27,00:21:27,IN (India)
Ambika,2021-04-15 11:21:01,00:01:19,,Schitt's Creek: Season 3: General Store (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:01:30,Not latest view,IN (India)
Ambika,2021-04-15 11:09:26,00:11:32,,Schitt's Creek: Season 3: Murder Mystery (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:17,00:21:17,IN (India)
Ambika,2021-04-15 06:27:52,00:08:35,,Schitt's Creek: Season 3: Murder Mystery (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:08:55,Not latest view,IN (India)
Ambika,2021-04-15 06:21:18,00:05:46,,Schitt's Creek: Season 3: Rooms by the Hour (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:18,00:21:18,IN (India)
Ambika,2021-04-14 10:52:33,00:10:59,,Schitt's Creek: Season 3: Rooms by the Hour (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:15:32,Not latest view,IN (India)
Ambika,2021-04-14 10:37:31,00:12:46,,Schitt's Creek: Season 3: Driving Test (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:22,00:21:22,IN (India)
Ambika,2021-04-14 10:08:48,00:07:05,,Schitt's Creek: Season 3: Driving Test (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:07:26,Not latest view,IN (India)
Ambika,2021-04-14 09:49:40,00:16:08,,Schitt's Creek: Season 3: New Car (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:18,00:21:18,IN (India)
Ambika,2021-04-14 09:24:13,00:20:31,,Schitt's Creek: Season 3: The Throuple (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:21,00:21:21,IN (India)
Ambika,2021-04-14 09:24:00,00:00:02,,Jane The Virgin: Season 1: Chapter One: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:12,Not latest view,IN (India)
Ambika,2021-04-14 09:23:51,00:00:04,,Jane The Virgin: Season 1: Chapter One: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:10,Not latest view,IN (India)
Ambika,2021-04-14 09:23:39,00:00:03,,Jane The Virgin: Season 1: Chapter One: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,Not latest view,IN (India)
Ambika,2021-04-14 08:29:44,00:09:29,,Schitt's Creek: Season 3: Opening Night (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:19,00:21:19,IN (India)
Ambika,2021-04-14 08:18:59,00:00:04,Autoplayed: user action: None; ,Uppena: Trailer,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,00:00:04,IN (India)
Ambika,2021-04-14 08:11:17,00:05:16,,Schitt's Creek: Season 3: Opening Night (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:06:46,Not latest view,IN (India)
Ambika,2021-04-14 07:50:59,00:17:18,,Schitt's Creek: Season 2: Happy Anniversary (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:18,00:21:18,IN (India)
Ambika,2021-04-14 07:31:46,00:19:08,,Schitt's Creek: Season 2: Lawn Signs (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:28,00:21:28,IN (India)
Ambika,2021-04-14 07:31:37,00:00:05,Autoplayed: user action: None; ,Uppena: Trailer,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,Not latest view,IN (India)
Ambika,2021-04-10 07:46:28,00:00:10,,Schitt's Creek: Season 2: Lawn Signs (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:10,Not latest view,IN (India)
Ambika,2021-04-10 07:28:56,00:15:38,,Schitt's Creek: Season 2: The Motel Guest (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:27,00:21:27,IN (India)
Ambika,2021-04-10 07:08:46,00:18:34,,Schitt's Creek: Season 2: Ronnie's Party (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:26,00:21:26,IN (India)
Ambika,2021-04-10 07:08:31,00:00:12,Autoplayed: user action: None; ,Roohi Afzana_hook_04_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:12,00:00:12,IN (India)
Ambika,2021-04-09 17:52:21,00:00:02,,Schitt's Creek: Season 2: Ronnie's Party (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:02,Not latest view,IN (India)
Ambika,2021-04-09 17:31:38,00:19:59,,Schitt's Creek: Season 2: Moira's Nudes (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:19,00:21:19,IN (India)
Ambika,2021-04-09 17:14:35,00:13:00,,Schitt's Creek: Season 2: Milk Money (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:25,00:21:25,IN (India)
Ambika,2021-04-09 16:36:26,00:05:15,,Schitt's Creek: Season 2: Milk Money (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:05:35,Not latest view,IN (India)
Ambika,2021-04-09 16:28:34,00:07:51,,Schitt's Creek: Season 2: The Candidate (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:27,00:21:27,IN (India)
Ambika,2021-04-09 10:42:25,00:11:51,,Schitt's Creek: Season 2: The Candidate (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:13:36,Not latest view,IN (India)
Ambika,2021-04-09 10:24:16,00:17:19,,Schitt's Creek: Season 2: Moira vs. Town Council (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:19,00:21:19,IN (India)
Ambika,2021-04-09 09:59:04,00:20:37,,Schitt's Creek: Season 2: Bob's Bagels (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:17,00:21:17,IN (India)
Ambika,2021-04-09 06:28:10,00:15:19,,Schitt's Creek: Season 2: Estate Sale (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:19,00:21:19,IN (India)
Ambika,2021-04-09 06:10:32,00:17:28,,Schitt's Creek: Season 2: Jazzagals (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:18,00:21:18,IN (India)
Ambika,2021-04-09 06:10:15,00:00:14,,Schitt's Creek: Season 2: Family Dinner (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:14,00:00:14,IN (India)
Ambika,2021-04-09 06:09:49,00:00:20,Autoplayed: user action: None; ,Atypical (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:20,00:00:20,IN (India)
Ambika,2021-04-09 05:45:31,00:19:59,,Schitt's Creek: Season 2: Family Dinner (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:19,Not latest view,IN (India)
Ambika,2021-04-09 04:23:05,00:17:47,,Schitt's Creek: Season 2: Finding David (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:19,00:21:19,IN (India)
Ambika,2021-04-09 04:22:46,00:00:13,Autoplayed: user action: None; ,Hunter X Hunter (2011): Season 1_hook_04_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:13,00:00:13,IN (India)
Ambika,2021-04-08 19:48:14,00:03:22,,Schitt's Creek: Season 2: Finding David (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:03:32,Not latest view,IN (India)
Ambika,2021-04-08 19:32:57,00:15:04,,Schitt's Creek: Season 1: Town for Sale (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:17,00:21:17,IN (India)
Ambika,2021-04-08 19:08:36,00:20:39,,Schitt's Creek: Season 1: Surprise Party (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:19,00:21:19,IN (India)
Ambika,2021-04-08 18:44:52,00:19:49,,Schitt's Creek: Season 1: Little Sister (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:19,00:21:19,IN (India)
Ambika,2021-04-08 18:26:13,00:13:09,,Schitt's Creek: Season 1: Honeymoon (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:22,00:21:22,IN (India)
Ambika,2021-04-08 09:24:58,00:07:33,,Schitt's Creek: Season 1: Honeymoon (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:08:13,Not latest view,IN (India)
Ambika,2021-04-08 09:11:55,00:12:45,,Schitt's Creek: Season 1: Carl's Funeral (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:28,00:21:28,IN (India)
Ambika,2021-04-08 08:59:47,00:12:05,,Schitt's Creek: Season 1: Allez-Vous (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:27,00:21:27,IN (India)
Ambika,2021-04-08 08:19:51,00:00:04,Autoplayed: user action: None; ,Atypical (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,Not latest view,IN (India)
Ambika,2021-04-08 08:08:24,00:08:17,,Schitt's Creek: Season 1: Allez-Vous (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:08:17,Not latest view,IN (India)
Ambika,2021-04-08 08:00:57,00:07:24,,Schitt's Creek: Season 1: Turkey Shoot (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:19,00:21:19,IN (India)
Ambika,2021-04-07 19:08:48,00:12:20,,Schitt's Creek: Season 1: Turkey Shoot (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:13:55,Not latest view,IN (India)
Ambika,2021-04-07 18:53:57,00:14:26,,Schitt's Creek: Season 1: Wine and Roses (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:15,00:21:15,IN (India)
Ambika,2021-04-07 18:31:09,00:20:07,,Schitt's Creek: Season 1: The Cabin (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:17,00:21:17,IN (India)
Ambika,2021-04-07 18:14:05,00:16:57,,Schitt's Creek: Season 1: Bad Parents (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:20,00:21:20,IN (India)
Ambika,2021-04-07 12:15:06,00:02:17,,Schitt's Creek: Season 1: Bad Parents (Episode 4),,DefaultWidevineAndroidPhone,00:03:01,Not latest view,IN (India)
Ambika,2021-04-07 11:57:46,00:17:13,,"Schitt's Creek: Season 1: Don't Worry, It's His Sister (Episode 3)",,DefaultWidevineAndroidPhone,00:21:29,00:21:29,IN (India)
Ambika,2021-04-07 11:42:16,00:14:55,,Schitt's Creek: Season 1: The Drip (Episode 2),,DefaultWidevineAndroidPhone,00:21:19,00:21:19,IN (India)
Ambika,2021-04-07 11:37:17,00:03:53,,Schitt's Creek: Season 1: The Drip (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:05:53,Not latest view,IN (India)
Ambika,2021-04-07 11:10:51,00:17:39,,Schitt's Creek: Season 1: Our Cup Runneth Over (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:29,00:21:29,IN (India)
Ambika,2021-04-07 11:10:07,00:00:41,Autoplayed: user action: None; ,Schitt's Creek: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:41,00:00:41,IN (India)
Ambika,2021-04-07 08:47:23,00:00:09,Autoplayed: user action: None; ,Trailer: Just Say Yes,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:09,00:00:09,IN (India)
Ambika,2021-04-07 08:46:13,00:01:02,Autoplayed: user action: None; ,Mandela (Tamil)_hook_04_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,00:00:00,IN (India)
